360,0
361,0
362,0
363.01,0
364.01,0
365.01,0
366.01,0
367.02,0
368.02,0
369.02,0
370.02,0
371.03,0
372.03,0
373.03,0
374.03,0
375.04,0
376.04,0
377.04,0
378.04,0
379.05,0
380.05,0.0043203
381.05,0.0043258
382.05,0.0043411
383.05,0.0043654
384.06,0.004398
385.06,0.0044381
386.06,0.0044852
387.06,0.0045386
388.07,0.0045974
389.07,0.0046611
390.07,0.0047291
391.07,0.0048493
392.08,0.0050455
393.08,0.0052994
394.08,0.0055928
395.08,0.0059075
396.09,0.0062253
397.09,0.006528
398.09,0.0067974
399.09,0.0070153
400.1,0.0071639
401.1,0.0072755
402.1,0.0073803
403.1,0.0074778
404.11,0.0075674
405.11,0.0076487
406.11,0.007721
407.11,0.007784
408.11,0.0078371
409.12,0.0078798
410.12,0.0079116
411.12,0.0079385
412.12,0.007964
413.13,0.0079878
414.13,0.0080096
415.13,0.0080289
416.13,0.0080454
417.14,0.0080587
418.14,0.0080685
419.14,0.0080744
420.14,0.0080757
421.15,0.0080548
422.15,0.0080069
423.15,0.0079388
424.15,0.0078578
425.16,0.0077708
426.16,0.0076848
427.16,0.007607
428.16,0.0075445
429.16,0.0075041
430.17,0.0074935
431.17,0.0075368
432.17,0.0076363
433.17,0.0077805
434.18,0.0079581
435.18,0.0081577
436.18,0.0083679
437.18,0.0085774
438.19,0.0087747
439.19,0.0089484
440.19,0.0090883
441.19,0.0092203
442.2,0.0093572
443.2,0.0094949
444.2,0.0096289
445.2,0.009755
446.21,0.0098689
447.21,0.0099663
448.21,0.010043
449.21,0.010094
450.21,0.010117
451.22,0.010129
452.22,0.01014
453.22,0.01015
454.22,0.010159
455.23,0.010167
456.23,0.010173
457.23,0.010178
458.23,0.010181
459.24,0.010183
460.24,0.010183
461.24,0.010173
462.24,0.010151
463.25,0.01012
464.25,0.010084
465.25,0.010046
466.25,0.010009
467.26,0.0099755
468.26,0.009949
469.26,0.0099324
470.26,0.0099286
471.26,0.0099325
472.27,0.0099405
473.27,0.0099514
474.27,0.0099643
475.27,0.009978
476.28,0.0099914
477.28,0.010003
478.28,0.010013
479.28,0.010019
480.29,0.010019
481.29,0.0099921
482.29,0.0099381
483.29,0.009864
484.3,0.0097773
485.3,0.0096853
486.3,0.0095956
487.3,0.0095155
488.31,0.0094525
489.31,0.0094139
490.31,0.0094056
491.31,0.0094077
492.32,0.0094118
493.32,0.0094175
494.32,0.0094241
495.32,0.0094311
496.32,0.0094379
497.33,0.009444
498.33,0.0094487
499.33,0.0094516
500.33,0.0094519
501.34,0.0094484
502.34,0.009441
503.34,0.0094304
504.34,0.0094172
505.35,0.0094018
506.35,0.0093848
507.35,0.0093667
508.35,0.0093482
509.36,0.0093298
510.36,0.0093113
511.36,0.0092871
512.36,0.0092571
513.37,0.0092234
514.37,0.0091881
515.37,0.0091533
516.37,0.0091211
517.37,0.0090934
518.38,0.0090724
519.38,0.0090603
520.38,0.0090591
521.38,0.0090711
522.39,0.009094
523.39,0.0091249
524.39,0.0091606
525.39,0.0091981
526.4,0.0092345
527.4,0.0092666
528.4,0.0092915
529.4,0.0093061
530.41,0.0093074
531.41,0.0092944
532.41,0.0092697
533.41,0.0092365
534.42,0.0091978
535.42,0.0091567
536.42,0.0091164
537.42,0.0090799
538.42,0.0090503
539.43,0.0090307
540.43,0.0090229
541.43,0.0090185
542.43,0.0090153
543.44,0.0090128
544.44,0.0090108
545.44,0.0090089
546.44,0.0090069
547.45,0.0090045
548.45,0.0090012
549.45,0.008997
550.45,0.0089902
551.46,0.0089739
552.46,0.0089482
553.46,0.0089149
554.46,0.008876
555.47,0.0088333
556.47,0.0087887
557.47,0.0087441
558.47,0.0087013
559.47,0.0086623
560.48,0.0086276
561.48,0.0085909
562.48,0.0085521
563.48,0.0085125
564.49,0.0084733
565.49,0.008436
566.49,0.0084019
567.49,0.0083723
568.5,0.0083485
569.5,0.0083319
570.5,0.0083229
571.5,0.0083167
572.51,0.008312
573.51,0.0083084
574.51,0.0083054
575.51,0.0083026
576.52,0.0082995
577.52,0.0082957
578.52,0.0082906
579.52,0.0082839
580.53,0.0082711
581.53,0.008232
582.53,0.0081698
583.53,0.0080916
584.53,0.0080042
585.54,0.0079144
586.54,0.0078292
587.54,0.0077554
588.54,0.0077
589.55,0.0076698
590.55,0.0076673
591.55,0.0076737
592.55,0.0076849
593.56,0.0076994
594.56,0.0077158
595.56,0.0077329
596.56,0.0077493
597.57,0.0077634
598.57,0.0077741
599.57,0.0077798
600.57,0.0077803
601.58,0.0077793
602.58,0.0077775
603.58,0.0077749
604.58,0.0077716
605.58,0.0077676
606.59,0.0077632
607.59,0.0077583
608.59,0.007753
609.59,0.0077473
610.6,0.007741
611.6,0.0077321
612.6,0.0077206
613.6,0.0077069
614.61,0.007691
615.61,0.0076734
616.61,0.0076541
617.61,0.0076336
618.62,0.007612
619.62,0.0075895
620.62,0.007564
621.62,0.0075278
622.63,0.007483
623.63,0.0074328
624.63,0.0073806
625.63,0.0073295
626.63,0.0072828
627.64,0.0072436
628.64,0.0072151
629.64,0.0072007
630.64,0.0071998
631.65,0.0072008
632.65,0.0072026
633.65,0.0072048
634.65,0.0072073
635.66,0.0072099
636.66,0.0072123
637.66,0.0072145
638.66,0.007216
639.67,0.0072168
640.67,0.007213
641.67,0.0071946
642.67,0.0071642
643.68,0.0071253
644.68,0.0070817
645.68,0.007037
646.68,0.0069947
647.68,0.0069584
648.69,0.0069319
649.69,0.0069186
650.69,0.0069179
651.69,0.0069183
652.7,0.006919
653.7,0.0069201
654.7,0.0069215
655.7,0.0069232
656.71,0.0069251
657.71,0.0069274
658.71,0.0069298
659.71,0.0069325
660.72,0.0069377
661.72,0.0069507
662.72,0.00697
663.72,0.0069935
664.73,0.0070192
665.73,0.0070452
666.73,0.0070694
667.73,0.00709
668.74,0.0071048
669.74,0.0071119
670.74,0.0071092
671.74,0.0070962
672.74,0.0070742
673.75,0.0070444
674.75,0.0070082
675.75,0.0069669
676.75,0.0069219
677.76,0.0068745
678.76,0.006826
679.76,0.0067778
680.76,0.0067235
681.77,0.006649
682.77,0.0065595
683.77,0.0064612
684.77,0.0063602
685.78,0.0062626
686.78,0.0061743
687.78,0.0061017
688.78,0.0060507
689.79,0.0060274
690.79,0.0060283
691.79,0.0060353
692.79,0.0060468
693.79,0.006062
694.8,0.0060801
695.8,0.0061004
696.8,0.0061219
697.8,0.0061439
698.81,0.0061656
699.81,0.0061862
700.81,0.0062076
701.81,0.006234
702.82,0.0062638
703.82,0.0062954
704.82,0.006327
705.82,0.006357
706.83,0.0063836
707.83,0.0064053
708.83,0.0064202
709.83,0.0064266
710.84,0.006405
711.84,0.0063288
712.84,0.0062106
713.84,0.0060637
714.84,0.0059014
715.85,0.005737
716.85,0.0055839
717.85,0.0054554
718.85,0.0053648
719.86,0.0053254
720.86,0.0053287
721.86,0.0053441
722.86,0.0053722
723.87,0.0054141
724.87,0.0054711
725.87,0.0055443
726.87,0.0056348
727.88,0.0057438
728.88,0.0058725
729.88,0.006022
730.88,0
731.89,0
732.89,0
733.89,0
734.89,0
735.89,0
736.9,0
737.9,0
738.9,0
739.9,0
740.91,0
741.91,0
742.91,0
743.91,0
744.92,0
745.92,0
746.92,0
747.92,0
748.93,0
749.93,0
750.93,0
751.93,0
752.94,0
753.94,0
754.94,0
755.94,0
756.95,0
757.95,0
758.95,0
759.95,0
760.95,0
761.96,0
762.96,0
763.96,0
764.96,0
765.97,0
766.97,0
767.97,0
768.97,0
769.98,0
770.98,0
771.98,0
772.98,0
773.99,0
774.99,0
775.99,0
776.99,0
778,0
779,0
780,0
